transaction_id,timestamp,atm_id,city,branch,transaction_type,status,amount_hnl,latency_sec,balance_before_hnl,balance_after_hnl
11322,2025-02-08 19:59:48,ATM-027,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1500.0,6.3,55299.47,53799.47
2415,2025-02-08 20:05:10,ATM-012,Tegucigalpa,Norte,Consulta,Aprobada,0.0,8.9,76546.07,76546.07
8654,2025-02-08 20:09:16,ATM-006,San Pedro Sula,Centro,Retiro,Aprobada,1000.0,8.0,59427.21,58427.21
571,2025-02-08 20:13:14,ATM-008,San Pedro Sula,Aeropuerto,Retiro,Aprobada,300.0,6.9,57636.14,57336.14
10838,2025-02-08 20:46:17,ATM-008,Comayagua,Aeropuerto,Retiro,Aprobada,200.0,8.8,72690.55,72490.55
11602,2025-02-08 20:56:57,ATM-013,La Ceiba,Mall,Depósito,Aprobada,500.0,7.6,50706.31,50706.31
2165,2025-02-08 21:04:16,ATM-029,Choloma,Sur,Retiro,Aprobada,1500.0,13.2,71218.53,69718.53
1314,2025-02-08 21:32:25,ATM-019,Comayagua,Centro,Consulta,Aprobada,0.0,4.5,69442.46,69442.46
7223,2025-02-08 21:35:44,ATM-012,San Pedro Sula,Mall,Transferencia,Aprobada,0.0,4.7,57850.27,57850.27
7346,2025-02-08 21:53:45,ATM-029,Comayagua,Aeropuerto,Transferencia,Aprobada,0.0,7.6,54048.63,54048.63
11613,2025-02-08 22:13:13,ATM-024,Tegucigalpa,Mall,Retiro,Aprobada,300.0,7.9,71759.66,71459.66
4983,2025-02-08 22:24:00,ATM-029,Choloma,Centro,Retiro,Aprobada,500.0,8.2,85508.58,85008.58
4381,2025-02-08 23:24:27,ATM-006,La Ceiba,Sur,Retiro,Aprobada,500.0,3.8,97943.0,97443.0
4382,2025-02-09 00:17:05,ATM-022,San Pedro Sula,Sur,Retiro,Aprobada,1000.0,4.6,53974.61,52974.61
3223,2025-02-09 02:57:30,ATM-023,San Pedro Sula,Aeropuerto,Retiro,Aprobada,500.0,5.3,64051.43,63551.43
61,2025-02-09 05:51:27,ATM-011,San Pedro Sula,Mall,Retiro,Aprobada,800.0,8.3,63525.36,62725.36
668,2025-02-09 06:03:32,ATM-003,Comayagua,Sur,Consulta,Aprobada,0.0,8.8,76900.42,76900.42
5216,2025-02-09 06:04:39,ATM-026,Tegucigalpa,Norte,Transferencia,Aprobada,0.0,5.7,32410.1,32410.1
7091,2025-02-09 07:14:43,ATM-014,San Pedro Sula,Sur,Retiro,Aprobada,1000.0,7.4,83702.24,82702.24
8985,2025-02-09 07:48:55,ATM-002,San Pedro Sula,Norte,Retiro,Aprobada,300.0,7.3,93277.57,92977.57
5979,2025-02-09 07:49:07,ATM-026,Tegucigalpa,Sur,Consulta,Aprobada,0.0,2.9,74355.13,74355.13
9548,2025-02-09 08:10:00,ATM-011,La Ceiba,Centro,Retiro,Aprobada,300.0,5.5,48394.78,48094.78
944,2025-02-09 08:21:49,ATM-024,La Ceiba,Norte,Retiro,Aprobada,3000.0,5.6,57066.53,54066.53
8390,2025-02-09 08:24:20,ATM-011,Tegucigalpa,Sur,Retiro,Aprobada,200.0,6.9,70567.91,70367.91
10491,2025-02-09 08:30:05,ATM-025,San Pedro Sula,Mall,Retiro,Aprobada,3000.0,8.6,80857.6,77857.6
7033,2025-02-09 09:27:26,ATM-021,San Pedro Sula,Centro,Transferencia,Aprobada,0.0,10.6,58553.39,58553.39
142,2025-02-09 09:40:05,ATM-020,Comayagua,Norte,Transferencia,Aprobada,0.0,9.3,56810.89,56810.89
10045,2025-02-09 09:53:09,ATM-012,San Pedro Sula,Aeropuerto,Retiro,Aprobada,2000.0,7.1,86190.44,84190.44
9810,2025-02-09 09:56:05,ATM-030,San Pedro Sula,Sur,Retiro,Aprobada,2000.0,7.1,25841.99,23841.99
7772,2025-02-09 10:16:26,ATM-026,Choloma,Centro,Retiro,Aprobada,800.0,6.0,76225.64,75425.64
5990,2025-02-09 10:37:16,ATM-017,Comayagua,Mall,Transferencia,Aprobada,0.0,8.1,86074.43,86074.43
1635,2025-02-09 10:39:46,ATM-017,Tegucigalpa,Mall,Retiro,Aprobada,500.0,7.4,77852.65,77352.65
1012,2025-02-09 10:52:47,ATM-024,La Ceiba,Sur,Retiro,Aprobada,500.0,8.1,57513.73,57013.73
10980,2025-02-09 11:13:14,ATM-002,La Ceiba,Centro,Consulta,Aprobada,0.0,7.6,42011.94,42011.94
9358,2025-02-09 11:29:23,ATM-003,La Ceiba,Aeropuerto,Retiro,Aprobada,800.0,6.0,64131.95,63331.95
7356,2025-02-09 11:36:31,ATM-013,Comayagua,Mall,Retiro,Aprobada,800.0,3.9,103202.91,102402.91
369,2025-02-09 12:09:42,ATM-001,San Pedro Sula,Sur,Transferencia,Aprobada,0.0,9.2,50816.22,50816.22
80,2025-02-09 12:10:51,ATM-005,La Ceiba,Centro,Depósito,Aprobada,1000.0,6.4,72277.22,72277.22
1349,2025-02-09 12:12:25,ATM-014,Comayagua,Sur,Retiro,Aprobada,2000.0,6.4,68162.62,66162.62
5364,2025-02-09 12:13:37,ATM-015,Tegucigalpa,Sur,Retiro,Aprobada,200.0,9.2,47628.88,47428.88
11937,2025-02-09 12:15:18,ATM-001,Comayagua,Aeropuerto,Retiro,Aprobada,1000.0,6.7,55666.01,54666.01
2336,2025-02-09 12:16:06,ATM-007,Tegucigalpa,Mall,Depósito,Aprobada,5000.0,9.4,37752.88,37752.88
3328,2025-02-09 12:22:17,ATM-020,Comayagua,Mall,Transferencia,Aprobada,0.0,4.7,89672.76,89672.76
6536,2025-02-09 12:35:36,ATM-010,San Pedro Sula,Sur,Retiro,Aprobada,3000.0,5.8,80439.27,77439.27
949,2025-02-09 12:36:52,ATM-024,Tegucigalpa,Norte,Retiro,Aprobada,200.0,5.2,47451.62,47251.62
1084,2025-02-09 12:38:07,ATM-004,Tegucigalpa,Sur,Retiro,Aprobada,800.0,5.6,66299.24,65499.240000000005
3969,2025-02-09 12:44:01,ATM-013,San Pedro Sula,Norte,Retiro,Aprobada,1000.0,6.2,49565.39,48565.39
2837,2025-02-09 13:28:51,ATM-010,San Pedro Sula,Centro,Retiro,Aprobada,200.0,8.9,46819.73,46619.73
9549,2025-02-09 13:32:32,ATM-020,Comayagua,Sur,Retiro,Aprobada,2000.0,9.0,71532.07,69532.07
6636,2025-02-09 13:32:36,ATM-018,San Pedro Sula,Norte,Depósito,Aprobada,5000.0,11.8,51501.89,51501.89
325,2025-02-09 13:42:52,ATM-023,Choloma,Sur,Retiro,Aprobada,200.0,6.4,73541.94,73341.94
9174,2025-02-09 14:01:00,ATM-014,La Ceiba,Sur,Retiro,Aprobada,1500.0,8.9,32017.29,30517.29
10933,2025-02-09 15:11:46,ATM-019,San Pedro Sula,Aeropuerto,Transferencia,Aprobada,0.0,9.4,60027.52,60027.52
3382,2025-02-09 15:19:55,ATM-021,Choloma,Aeropuerto,Transferencia,Aprobada,0.0,3.1,44305.14,44305.14
2797,2025-02-09 15:44:57,ATM-020,San Pedro Sula,Sur,Transferencia,Aprobada,0.0,7.4,51481.81,51481.81
9080,2025-02-09 16:05:05,ATM-018,Comayagua,Norte,Retiro,Aprobada,500.0,9.3,55531.12,55031.12
2330,2025-02-09 16:05:28,ATM-021,Choloma,Centro,Retiro,Aprobada,500.0,6.1,31955.79,31455.79
3696,2025-02-09 16:09:06,ATM-005,Tegucigalpa,Aeropuerto,Retiro,Aprobada,800.0,9.8,38484.61,37684.61
4122,2025-02-09 16:16:12,ATM-016,La Ceiba,Centro,Transferencia,Rechazada,0.0,9.1,66612.65,66612.65
5890,2025-02-09 16:24:42,ATM-027,Tegucigalpa,Mall,Consulta,Aprobada,0.0,8.8,107787.95,107787.95
834,2025-02-09 16:50:55,ATM-008,San Pedro Sula,Centro,Consulta,Aprobada,0.0,7.9,73030.79,73030.79
4457,2025-02-09 17:10:41,ATM-001,Tegucigalpa,Norte,Retiro,Aprobada,1000.0,8.6,41236.54,40236.54
2723,2025-02-09 17:13:44,ATM-029,Choloma,Mall,Retiro,Aprobada,500.0,10.2,58761.99,58261.99
7502,2025-02-09 17:14:13,ATM-016,Comayagua,Norte,Transferencia,Aprobada,0.0,2.1,68859.74,68859.74
186,2025-02-09 17:31:55,ATM-022,San Pedro Sula,Centro,Transferencia,Aprobada,0.0,7.6,57075.93,57075.93
9136,2025-02-09 17:32:02,ATM-006,San Pedro Sula,Aeropuerto,Depósito,Rechazada,500.0,7.2,106639.22,106639.22
6854,2025-02-09 17:35:40,ATM-013,San Pedro Sula,Norte,Retiro,Aprobada,500.0,7.8,73298.19,72798.19
10240,2025-02-09 17:55:03,ATM-011,San Pedro Sula,Sur,Retiro,Aprobada,200.0,8.8,60175.59,59975.59
5788,2025-02-09 18:00:00,ATM-027,La Ceiba,Aeropuerto,Retiro,Aprobada,1500.0,11.4,39054.02,37554.02
9883,2025-02-09 18:47:11,ATM-023,Comayagua,Aeropuerto,Depósito,Aprobada,500.0,5.5,69903.41,69903.41
467,2025-02-09 18:48:27,ATM-029,Comayagua,Sur,Transferencia,Aprobada,0.0,5.8,76202.49,76202.49
484,2025-02-09 18:57:34,ATM-008,San Pedro Sula,Mall,Retiro,Aprobada,300.0,7.2,51272.81,50972.81
9710,2025-02-09 19:02:23,ATM-024,San Pedro Sula,Centro,Consulta,Aprobada,0.0,9.4,73613.13,73613.13
4471,2025-02-09 19:07:13,ATM-005,Tegucigalpa,Centro,Consulta,Aprobada,0.0,8.6,70204.44,70204.44
10285,2025-02-09 19:07:50,ATM-025,Tegucigalpa,Centro,Consulta,Aprobada,0.0,10.4,58987.63,58987.63
9562,2025-02-09 19:11:09,ATM-017,Tegucigalpa,Centro,Retiro,Aprobada,300.0,9.9,87946.02,87646.02
1144,2025-02-09 19:14:39,ATM-025,Choloma,Aeropuerto,Consulta,Aprobada,0.0,11.7,56212.93,56212.93
8385,2025-02-09 19:18:47,ATM-021,San Pedro Sula,Norte,Retiro,Aprobada,3000.0,6.4,47506.06,44506.06
10982,2025-02-09 19:38:33,ATM-002,San Pedro Sula,Mall,Retiro,Aprobada,1000.0,7.2,32763.54,31763.54
9506,2025-02-09 20:44:14,ATM-019,La Ceiba,Aeropuerto,Retiro,Aprobada,3000.0,7.6,70768.1,67768.1
4809,2025-02-09 21:45:34,ATM-007,Comayagua,Sur,Retiro,Aprobada,500.0,7.0,95549.91,95049.91
2693,2025-02-09 22:27:52,ATM-003,San Pedro Sula,Sur,Retiro,Aprobada,2000.0,8.8,68933.95,66933.95
1945,2025-02-09 23:30:38,ATM-030,Tegucigalpa,Centro,Retiro,Aprobada,500.0,3.9,82885.18,82385.18
2611,2025-02-09 23:33:13,ATM-003,San Pedro Sula,Aeropuerto,Consulta,Aprobada,0.0,6.8,54637.45,54637.45
10986,2025-02-10 00:12:51,ATM-023,San Pedro Sula,Sur,Retiro,Aprobada,3000.0,7.0,32963.37,29963.370000000003
11553,2025-02-10 02:07:50,ATM-002,San Pedro Sula,Aeropuerto,Retiro,Aprobada,500.0,9.0,89902.83,89402.83
480,2025-02-10 04:40:55,ATM-019,San Pedro Sula,Sur,Consulta,Aprobada,0.0,10.2,80565.6,80565.6
10578,2025-02-10 04:55:06,ATM-030,Comayagua,Aeropuerto,Retiro,Aprobada,3000.0,6.9,53923.78,50923.78
6647,2025-02-10 05:46:42,ATM-003,Tegucigalpa,Mall,Retiro,Aprobada,200.0,4.8,67195.94,66995.94
1585,2025-02-10 05:54:02,ATM-029,Tegucigalpa,Norte,Consulta,Aprobada,0.0,7.0,71809.63,71809.63
6464,2025-02-10 06:41:42,ATM-006,San Pedro Sula,Norte,Retiro,Aprobada,2000.0,6.9,60370.51,58370.51
8903,2025-02-10 06:53:18,ATM-022,Tegucigalpa,Aeropuerto,Retiro,Aprobada,200.0,6.1,51084.37,50884.37
508,2025-02-10 06:58:37,ATM-023,San Pedro Sula,Mall,Depósito,Aprobada,2000.0,5.7,54642.36,54642.36
5700,2025-02-10 07:13:53,ATM-015,Tegucigalpa,Mall,Transferencia,Aprobada,0.0,5.9,45240.15,45240.15
8641,2025-02-10 07:48:53,ATM-030,Tegucigalpa,Centro,Retiro,Aprobada,3000.0,7.0,68312.17,65312.17
5924,2025-02-10 08:09:35,ATM-009,Comayagua,Norte,Retiro,Aprobada,800.0,6.7,94542.81,93742.81
11159,2025-02-10 08:46:42,ATM-014,Comayagua,Sur,Retiro,Aprobada,800.0,6.3,71592.66,70792.66
2225,2025-02-10 08:48:29,ATM-022,Choloma,Norte,Transferencia,Aprobada,0.0,9.1,47227.18,47227.18
6930,2025-02-10 08:49:04,ATM-027,Choloma,Mall,Retiro,Aprobada,3000.0,10.2,50321.99,47321.99
3464,2025-02-10 08:50:51,ATM-026,Choloma,Aeropuerto,Retiro,Aprobada,2000.0,6.4,95398.62,93398.62
8727,2025-02-10 09:15:10,ATM-020,Tegucigalpa,Mall,Retiro,Rechazada,800.0,9.9,43887.36,43087.36
3153,2025-02-10 09:45:56,ATM-028,San Pedro Sula,Norte,Transferencia,Aprobada,0.0,9.1,43575.54,43575.54
5211,2025-02-10 10:04:00,ATM-025,San Pedro Sula,Norte,Retiro,Aprobada,1000.0,9.9,30000.29,29000.29
599,2025-02-10 10:20:57,ATM-022,Tegucigalpa,Sur,Retiro,Aprobada,1000.0,10.1,61061.66,60061.66
6144,2025-02-10 10:45:14,ATM-026,San Pedro Sula,Aeropuerto,Transferencia,Aprobada,0.0,7.2,91347.33,91347.33
7823,2025-02-10 10:58:28,ATM-010,Tegucigalpa,Mall,Transferencia,Aprobada,0.0,2.2,55159.8,55159.8
6616,2025-02-10 12:22:15,ATM-028,San Pedro Sula,Mall,Retiro,Aprobada,500.0,7.7,77637.59,77137.59
4149,2025-02-10 12:28:12,ATM-002,San Pedro Sula,Mall,Retiro,Aprobada,1500.0,10.3,49012.87,47512.87
7038,2025-02-10 12:43:44,ATM-012,Tegucigalpa,Centro,Transferencia,Aprobada,0.0,8.2,39783.64,39783.64
4842,2025-02-10 12:53:06,ATM-009,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1000.0,5.6,49422.01,48422.01
128,2025-02-10 13:22:37,ATM-004,Tegucigalpa,Centro,Retiro,Aprobada,2000.0,5.6,47815.5,45815.5
1538,2025-02-10 13:23:06,ATM-019,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1500.0,6.9,26984.41,25484.41
5356,2025-02-10 13:31:55,ATM-027,San Pedro Sula,Norte,Consulta,Aprobada,0.0,4.1,35701.61,35701.61
6896,2025-02-10 13:37:16,ATM-001,San Pedro Sula,Mall,Consulta,Aprobada,0.0,5.1,82944.13,82944.13
2895,2025-02-10 14:20:13,ATM-012,Tegucigalpa,Aeropuerto,Depósito,Aprobada,5000.0,7.8,46234.75,46234.75
1699,2025-02-10 15:07:04,ATM-029,San Pedro Sula,Mall,Transferencia,Aprobada,0.0,9.7,64631.98,64631.98
4666,2025-02-10 15:08:41,ATM-011,Tegucigalpa,Mall,Consulta,Aprobada,0.0,12.0,68970.45,68970.45
5847,2025-02-10 15:20:22,ATM-029,La Ceiba,Centro,Retiro,Aprobada,3000.0,5.4,49663.03,46663.03
8410,2025-02-10 15:25:44,ATM-020,Comayagua,Sur,Retiro,Aprobada,800.0,8.6,51921.83,51121.83
5963,2025-02-10 15:30:43,ATM-022,San Pedro Sula,Aeropuerto,Retiro,Aprobada,200.0,8.0,90552.76,90352.76
1583,2025-02-10 15:35:06,ATM-026,San Pedro Sula,Centro,Retiro,Aprobada,3000.0,10.2,82965.87,79965.87
11202,2025-02-10 15:47:04,ATM-022,Comayagua,Centro,Retiro,Aprobada,800.0,4.3,48180.29,47380.29
8356,2025-02-10 15:48:59,ATM-024,Tegucigalpa,Sur,Retiro,Aprobada,2000.0,3.5,102070.15,100070.15
11476,2025-02-10 16:01:41,ATM-012,Comayagua,Norte,Retiro,Aprobada,800.0,10.0,66798.47,65998.47
8446,2025-02-10 16:06:32,ATM-004,San Pedro Sula,Sur,Consulta,Aprobada,0.0,9.2,90166.46,90166.46
5013,2025-02-10 16:07:53,ATM-008,Comayagua,Norte,Retiro,Aprobada,3000.0,9.1,65988.96,62988.96000000001
519,2025-02-10 16:20:06,ATM-001,Comayagua,Sur,Consulta,Aprobada,0.0,4.3,56910.51,56910.51
11464,2025-02-10 16:20:54,ATM-005,Tegucigalpa,Mall,Retiro,Aprobada,2000.0,7.6,82763.01,80763.01
8439,2025-02-10 16:21:16,ATM-016,San Pedro Sula,Sur,Transferencia,Aprobada,0.0,6.7,47074.92,47074.92
11361,2025-02-10 16:41:54,ATM-019,San Pedro Sula,Aeropuerto,Retiro,Aprobada,800.0,5.2,62392.22,61592.22
10108,2025-02-10 16:50:28,ATM-018,Tegucigalpa,Sur,Retiro,Aprobada,800.0,9.1,59754.18,58954.18
5975,2025-02-10 17:00:10,ATM-021,Comayagua,Sur,Transferencia,Aprobada,0.0,6.9,34880.84,34880.84
7962,2025-02-10 17:26:48,ATM-024,La Ceiba,Sur,Retiro,Aprobada,2000.0,8.9,82170.59,80170.59
3598,2025-02-10 17:28:13,ATM-007,Tegucigalpa,Mall,Depósito,Aprobada,1000.0,6.6,42883.95,42883.95
1785,2025-02-10 18:06:17,ATM-005,San Pedro Sula,Aeropuerto,Retiro,Aprobada,1000.0,7.4,97873.52,96873.52
2486,2025-02-10 18:06:59,ATM-030,San Pedro Sula,Norte,Retiro,Aprobada,3000.0,6.3,68311.24,65311.240000000005
9012,2025-02-10 18:18:11,ATM-023,Comayagua,Aeropuerto,Retiro,Aprobada,300.0,5.1,49043.25,48743.25
1414,2025-02-10 18:24:06,ATM-017,La Ceiba,Mall,Retiro,Aprobada,2000.0,8.1,63661.44,61661.44
2374,2025-02-10 18:39:43,ATM-026,San Pedro Sula,Norte,Retiro,Aprobada,1000.0,7.1,58160.01,57160.01
7468,2025-02-10 18:48:43,ATM-029,San Pedro Sula,Aeropuerto,Transferencia,Aprobada,0.0,6.1,62416.05,62416.05
2591,2025-02-10 18:50:53,ATM-020,San Pedro Sula,Centro,Retiro,Aprobada,300.0,6.9,66788.24,66488.24
806,2025-02-10 18:55:57,ATM-025,San Pedro Sula,Norte,Retiro,Aprobada,800.0,9.7,55909.49,55109.49
9026,2025-02-10 19:11:48,ATM-010,Comayagua,Norte,Retiro,Aprobada,1500.0,8.5,75240.52,73740.52
3134,2025-02-10 19:46:38,ATM-008,La Ceiba,Aeropuerto,Consulta,Aprobada,0.0,8.0,54061.63,54061.63
3316,2025-02-10 20:09:36,ATM-016,La Ceiba,Centro,Depósito,Aprobada,1000.0,10.7,70861.74,70861.74
2058,2025-02-10 20:45:03,ATM-025,Comayagua,Sur,Retiro,Aprobada,500.0,11.8,46506.12,46006.12
7635,2025-02-10 20:52:51,ATM-018,Tegucigalpa,Centro,Depósito,Aprobada,2000.0,11.2,93563.93,93563.93
3966,2025-02-10 23:35:49,ATM-008,Choloma,Aeropuerto,Retiro,Aprobada,200.0,12.1,46661.04,46461.04
4636,2025-02-11 01:53:04,ATM-009,Tegucigalpa,Mall,Transferencia,Aprobada,0.0,9.1,54304.16,54304.16
7810,2025-02-11 06:28:24,ATM-004,San Pedro Sula,Sur,Retiro,Aprobada,800.0,6.9,52900.67,52100.67
2417,2025-02-11 07:00:42,ATM-005,San Pedro Sula,Aeropuerto,Retiro,Aprobada,2000.0,9.9,74084.1,72084.1
8504,2025-02-11 07:03:48,ATM-021,San Pedro Sula,Mall,Transferencia,Aprobada,0.0,9.7,45406.87,45406.87
1664,2025-02-11 07:06:29,ATM-016,Tegucigalpa,Norte,Retiro,Aprobada,800.0,9.6,81761.64,80961.64
11718,2025-02-11 07:07:09,ATM-008,Choloma,Mall,Retiro,Aprobada,300.0,5.0,79010.41,78710.41
6781,2025-02-11 07:08:17,ATM-027,San Pedro Sula,Centro,Retiro,Aprobada,800.0,7.6,50682.26,49882.26
177,2025-02-11 07:21:43,ATM-026,San Pedro Sula,Centro,Consulta,Aprobada,0.0,7.4,89361.33,89361.33
7196,2025-02-11 07:54:21,ATM-017,Tegucigalpa,Centro,Consulta,Aprobada,0.0,8.2,54477.73,54477.73
8245,2025-02-11 08:03:27,ATM-004,Choloma,Aeropuerto,Retiro,Aprobada,300.0,4.7,33330.07,33030.07
2735,2025-02-11 08:14:06,ATM-018,San Pedro Sula,Centro,Transferencia,Aprobada,0.0,15.2,54155.8,54155.8
4998,2025-02-11 08:30:47,ATM-002,Comayagua,Aeropuerto,Consulta,Aprobada,0.0,8.4,80174.26,80174.26
3562,2025-02-11 08:53:32,ATM-022,Tegucigalpa,Mall,Depósito,Aprobada,5000.0,9.1,88519.66,88519.66
5095,2025-02-11 09:00:34,ATM-026,Tegucigalpa,Norte,Consulta,Aprobada,0.0,5.7,65450.52,65450.52
8240,2025-02-11 09:07:32,ATM-029,San Pedro Sula,Centro,Consulta,Aprobada,0.0,8.4,59968.3,59968.3
10244,2025-02-11 09:13:20,ATM-007,San Pedro Sula,Norte,Depósito,Aprobada,2000.0,9.2,42828.98,42828.98
3494,2025-02-11 09:32:07,ATM-015,Tegucigalpa,Centro,Transferencia,Aprobada,0.0,6.2,62775.59,62775.59
846,2025-02-11 09:33:22,ATM-025,Tegucigalpa,Norte,Transferencia,Aprobada,0.0,8.7,47755.56,47755.56
1455,2025-02-11 09:47:16,ATM-014,La Ceiba,Norte,Transferencia,Aprobada,0.0,3.0,56197.16,56197.16
6612,2025-02-11 09:55:42,ATM-008,San Pedro Sula,Aeropuerto,Consulta,Aprobada,0.0,7.5,62296.74,62296.74
715,2025-02-11 10:05:27,ATM-003,San Pedro Sula,Mall,Consulta,Aprobada,0.0,6.7,54079.65,54079.65
473,2025-02-11 10:17:05,ATM-021,Choloma,Centro,Retiro,Aprobada,1000.0,7.1,71158.69,70158.69
7403,2025-02-11 10:22:49,ATM-025,Comayagua,Sur,Retiro,Aprobada,300.0,7.9,81757.43,81457.43
8168,2025-02-11 10:34:32,ATM-002,Choloma,Centro,Retiro,Aprobada,1000.0,6.0,62869.31,61869.31
10055,2025-02-11 10:53:24,ATM-001,Tegucigalpa,Sur,Retiro,Aprobada,2000.0,6.4,40853.26,38853.26
3687,2025-02-11 11:10:27,ATM-001,Comayagua,Aeropuerto,Consulta,Aprobada,0.0,7.6,74162.32,74162.32
3714,2025-02-11 11:20:08,ATM-030,Comayagua,Norte,Retiro,Aprobada,1000.0,5.4,77396.85,76396.85
9602,2025-02-11 12:07:52,ATM-030,Tegucigalpa,Sur,Depósito,Aprobada,1000.0,8.6,50677.54,50677.54
9394,2025-02-11 12:26:29,ATM-002,Tegucigalpa,Sur,Retiro,Rechazada,500.0,10.6,78976.1,78476.1
3270,2025-02-11 12:32:01,ATM-025,Tegucigalpa,Aeropuerto,Retiro,Aprobada,300.0,7.6,38004.1,37704.1
9409,2025-02-11 13:10:19,ATM-024,San Pedro Sula,Norte,Consulta,Aprobada,0.0,9.4,57674.42,57674.42
4590,2025-02-11 13:24:28,ATM-005,Tegucigalpa,Norte,Retiro,Aprobada,200.0,11.6,76499.79,76299.79
581,2025-02-11 13:29:02,ATM-024,Tegucigalpa,Centro,Retiro,Aprobada,800.0,9.8,71075.27,70275.27
4313,2025-02-11 13:45:49,ATM-029,San Pedro Sula,Centro,Retiro,Aprobada,300.0,10.8,52931.75,52631.75
9242,2025-02-11 14:09:43,ATM-027,San Pedro Sula,Sur,Retiro,Aprobada,200.0,8.1,27955.73,27755.73
10038,2025-02-11 14:19:49,ATM-009,Choloma,Norte,Retiro,Aprobada,300.0,12.1,46825.74,46525.74
11969,2025-02-11 15:25:23,ATM-029,San Pedro Sula,Sur,Retiro,Aprobada,3000.0,7.3,51875.14,48875.14
8848,2025-02-11 15:33:46,ATM-015,Tegucigalpa,Centro,Consulta,Aprobada,0.0,8.5,39319.22,39319.22
9898,2025-02-11 16:16:18,ATM-008,Tegucigalpa,Centro,Retiro,Aprobada,1500.0,7.5,60930.87,59430.87
1879,2025-02-11 16:16:44,ATM-008,Tegucigalpa,Aeropuerto,Retiro,Aprobada,300.0,8.1,61598.66,61298.66
7378,2025-02-11 16:39:53,ATM-025,Comayagua,Aeropuerto,Consulta,Aprobada,0.0,7.6,43062.04,43062.04
1921,2025-02-11 16:46:43,ATM-016,Tegucigalpa,Sur,Retiro,Aprobada,3000.0,8.6,51519.8,48519.8
1341,2025-02-11 17:09:30,ATM-007,Tegucigalpa,Centro,Retiro,Aprobada,200.0,7.4,82853.15,82653.15
11620,2025-02-11 17:11:15,ATM-017,Tegucigalpa,Centro,Retiro,Aprobada,200.0,4.0,54826.58,54626.58
11011,2025-02-11 17:21:03,ATM-007,Tegucigalpa,Mall,Consulta,Aprobada,0.0,8.6,72638.16,72638.16
10714,2025-02-11 17:22:25,ATM-001,Comayagua,Sur,Retiro,Aprobada,1500.0,4.8,41670.73,40170.73
11151,2025-02-11 17:24:30,ATM-003,San Pedro Sula,Centro,Depósito,Aprobada,5000.0,11.6,76989.41,76989.41
4260,2025-02-11 17:27:21,ATM-009,Comayagua,Aeropuerto,Retiro,Aprobada,800.0,5.2,111788.97,110988.97
4484,2025-02-11 17:28:36,ATM-023,La Ceiba,Norte,Retiro,Aprobada,300.0,8.3,69504.17,69204.17
3547,2025-02-11 17:33:07,ATM-017,Tegucigalpa,Aeropuerto,Retiro,Aprobada,500.0,10.7,49849.16,49349.16
7927,2025-02-11 17:33:58,ATM-001,San Pedro Sula,Mall,Depósito,Aprobada,1000.0,6.3,98672.65,98672.65
7075,2025-02-11 17:40:35,ATM-015,San Pedro Sula,Sur,Depósito,Aprobada,5000.0,7.8,54621.84,54621.84
11135,2025-02-11 17:41:46,ATM-013,Tegucigalpa,Mall,Consulta,Aprobada,0.0,9.1,50858.24,50858.24
10643,2025-02-11 18:05:57,ATM-013,La Ceiba,Mall,Retiro,Aprobada,200.0,6.3,76848.12,76648.12
8355,2025-02-11 18:15:19,ATM-014,La Ceiba,Centro,Retiro,Aprobada,300.0,9.1,54135.76,53835.76
9859,2025-02-11 18:23:29,ATM-019,San Pedro Sula,Sur,Consulta,Aprobada,0.0,6.5,38655.68,38655.68
4972,2025-02-11 18:23:53,ATM-021,Comayagua,Centro,Depósito,Aprobada,2000.0,5.3,88282.53,88282.53
1043,2025-02-11 18:25:11,ATM-015,San Pedro Sula,Sur,Transferencia,Rechazada,0.0,14.9,73800.01,73800.01
274,2025-02-11 18:28:51,ATM-004,Tegucigalpa,Centro,Retiro,Aprobada,2000.0,8.5,62525.61,60525.61
10022,2025-02-11 18:34:10,ATM-009,San Pedro Sula,Aeropuerto,Transferencia,Aprobada,0.0,9.4,64598.94,64598.94
1637,2025-02-11 18:39:54,ATM-024,Tegucigalpa,Sur,Retiro,Aprobada,200.0,5.8,78500.66,78300.66
4163,2025-02-11 18:47:26,ATM-017,Tegucigalpa,Centro,Depósito,Aprobada,1000.0,9.8,58170.0,58170.0
8169,2025-02-11 18:49:24,ATM-018,La Ceiba,Mall,Retiro,Aprobada,200.0,14.4,51742.15,51542.15
647,2025-02-11 18:53:16,ATM-010,La Ceiba,Sur,Retiro,Aprobada,3000.0,6.3,33247.65,30247.65
2081,2025-02-11 18:55:44,ATM-030,Tegucigalpa,Norte,Retiro,Aprobada,2000.0,9.3,57338.75,55338.75
11985,2025-02-11 20:26:02,ATM-027,La Ceiba,Aeropuerto,Retiro,Aprobada,200.0,5.6,51177.76,50977.76
3876,2025-02-11 20:38:11,ATM-022,San Pedro Sula,Sur,Consulta,Aprobada,0.0,7.7,58378.61,58378.61
4776,2025-02-11 21:02:40,ATM-008,La Ceiba,Norte,Depósito,Aprobada,2000.0,4.6,62703.07,62703.07
3436,2025-02-11 21:12:42,ATM-016,Choloma,Mall,Retiro,Aprobada,200.0,7.3,86814.03,86614.03
